,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
3646,568210483959836672,neutral,1.0,,,United,,MichaelRConroy,,0,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,,2015-02-18 16:48:30 -0800,Wherever. ,Eastern Time (US & Canada)
3656,568204138091307008,negative,1.0,Bad Flight,0.6987,United,,JustOGG,,0,"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?",,2015-02-18 16:23:17 -0800,Tweets = My Opinion,Eastern Time (US & Canada)
12519,570130792443039744,neutral,1.0,,,American,,lizzybethc,,0,@AmericanAir yes. No one is answering and I'm on a train,,2015-02-23 23:59:08 -0800,"Seattle, WA",America/Los_Angeles
8034,568850938796118016,neutral,1.0,,,Delta,,islandershf,,0,@JetBlue is flt 1202 delayed?,,2015-02-20 11:13:27 -0800,,Eastern Time (US & Canada)
6098,568236231374581760,positive,1.0,,,Southwest,,sewmeup,,0,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK,,2015-02-18 18:30:49 -0800,Wisconsin,Central Time (US & Canada)
3971,567898499540340736,negative,1.0,Late Flight,1.0,United,,kateturner9,,1,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!,,2015-02-17 20:08:47 -0800,"San Francisco, CA",Arizona
6594,567765457731624960,negative,1.0,Customer Service Issue,0.6413,Southwest,,jwgonsalves,,0,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me,,2015-02-17 11:20:08 -0800,"San Francisco, California ",Eastern Time (US & Canada)
378,568437415603507200,positive,0.6618,,,Virgin America,,kzone7,,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2015-02-19 07:50:15 -0800,"Long Island, NY",Eastern Time (US & Canada)
5370,569163696041172992,positive,1.0,,,Southwest,,perkeithc,,0,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,,2015-02-21 07:56:14 -0800,"Dallas, TX Memphis, TN, MS",Eastern Time (US & Canada)
8023,568861309384728577,negative,0.6733,Flight Booking Problems,0.3532,Delta,,KaylaRose__,,0,"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International.",,2015-02-20 11:54:39 -0800,,Eastern Time (US & Canada)
9727,569693042040418304,negative,1.0,Customer Service Issue,1.0,US Airways,,jrscharf,,0,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,,2015-02-22 18:59:40 -0800,,Eastern Time (US & Canada)
13750,569727383797829632,positive,1.0,,,American,,the_Dyp,,0,@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?,,2015-02-22 21:16:07 -0800,"Madison, WI",Central Time (US & Canada)
14347,569630593924911104,negative,1.0,Late Flight,0.6970000000000001,American,,GaryBrickhouse,,0,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,,2015-02-22 14:51:31 -0800,,
3833,568092209368719360,negative,0.6735,Can't Tell,0.3469,United,,urno12,,0,@united on your website it says 10 days. Its been 16 and counting.,,2015-02-18 08:58:32 -0800,bonkers in Yonkers,New Delhi
3742,568158656522539008,negative,0.6735,Can't Tell,0.6735,United,,qlyss8,,0,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened",,2015-02-18 13:22:34 -0800,"Texas, USA",Mountain Time (US & Canada)
3031,568787202341081088,negative,1.0,Late Flight,0.6754,United,,Eileen429,,0,@united or you'll Cancelled Flight my flight like you just did,"[37.62025528, -122.38832698]",2015-02-20 07:00:11 -0800,"Red Bank, NJ",Central Time (US & Canada)
8224,568588936852799488,positive,0.6829999999999999,,0.0,Delta,,AmazingLaisha,,0,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",,2015-02-19 17:52:21 -0800,✈️FL/NJ/NYC,Eastern Time (US & Canada)
6213,568124227641065472,neutral,0.7033,,0.0,Southwest,,kimmck64,,0,@SouthwestAir When does the new schedule open that takes us past 10/31?,,2015-02-18 11:05:45 -0800,,Central Time (US & Canada)
10046,569558153202774016,negative,1.0,Can't Tell,0.6556,US Airways,,ColfaxCapital,,0,@USAirways @TheHaileyTate Another blatant lie from @USAirways,,2015-02-22 10:03:40 -0800,"39.0708° N, 106.9886° W",Quito
8704,567930900731854848,negative,1.0,Lost Luggage,0.6667,Delta,,cessymeacham,,0,"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",,2015-02-17 22:17:33 -0800,Satellite Beach Fl.,Eastern Time (US & Canada)
6720,567721764285726720,neutral,1.0,,,Southwest,,matthewhyah,,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,,2015-02-17 08:26:31 -0800,USA,
7238,569847852605812737,negative,1.0,Late Flight,1.0,Delta,,SL_024,,0,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,,2015-02-23 05:14:49 -0800,,Eastern Time (US & Canada)
12840,570002432375148544,negative,1.0,Customer Service Issue,0.662,American,,chagaga2013,,0,@AmericanAir for my delay and you know what I get a we don't credit anybody back a supervisor who cut me off when speaking,"[35.1728241, -89.76989935]",2015-02-23 15:29:04 -0800,new york city,Central Time (US & Canada)
3909,567999609248858112,neutral,1.0,,,United,,thebavers,,0,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",,2015-02-18 02:50:34 -0800,"Alvechurch, Worcestershire, UK",
13758,569721721944735744,negative,1.0,Customer Service Issue,0.6923,American,,Mrodri0173,,0,@AmericanAir what I am put off by is the fact that no gate supervisor has tried to come by and communicate with us.,,2015-02-22 20:53:38 -0800,"Miami Beach, Florida",
401,568204964742496256,positive,1.0,,,Virgin America,,eganist,,0,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",,2015-02-18 16:26:34 -0800,Washington D.C.,Eastern Time (US & Canada)
8219,568600552814174208,positive,1.0,,,Delta,,SnappyKyle,,0,@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,,2015-02-19 18:38:30 -0800,10 ring,Pacific Time (US & Canada)
9768,569673622505328640,neutral,0.6976,,0.0,US Airways,,ubanks,,0,@USAirways any idea when flight 703 to Miami will leave for a second time?,,2015-02-22 17:42:30 -0800,Philly Yo,Eastern Time (US & Canada)
13098,569940740454936576,positive,1.0,,,American,,polpastor21,,0,"@AmericanAir I love very much your planes, can you please follow me back? It's an amazing bussines!",,2015-02-23 11:23:56 -0800,,
3670,568193817943257088,negative,1.0,Cancelled Flight,0.6701,United,,questions_faith,,0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ",,2015-02-18 15:42:17 -0800,"Elkhart, Indiana",Atlantic Time (Canada)
4096,567824229296566272,negative,1.0,Customer Service Issue,1.0,United,,annricord,,0,@united said they would give us a refund. 30 days Late Flightr NO refund.,,2015-02-17 15:13:40 -0800,Canmore,Mountain Time (US & Canada)
2538,569116399039344640,negative,1.0,Customer Service Issue,0.6536,United,,BenBell22,,0,"@united It isnt simple issue, generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM",,2015-02-21 04:48:17 -0800,,Eastern Time (US & Canada)
14166,569659515706028033,negative,1.0,Cancelled Flight,0.642,American,,grant_person,,0,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck,,2015-02-22 16:46:26 -0800,,Central Time (US & Canada)
8548,568173792406740994,negative,1.0,Can't Tell,1.0,Delta,,mcontrerasnyc,,0,@JetBlue PR-friendly tweets don't help drive accountability. Hope Mr. Hayes takes note.,,2015-02-18 14:22:42 -0800,,
1591,569652316816719873,negative,1.0,Late Flight,0.6722,United,,scottychadwick,,1,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,,2015-02-22 16:17:50 -0800,,Eastern Time (US & Canada)
13807,569714230842302464,negative,1.0,Customer Service Issue,0.7023,American,,clara_ennist,,0,@AmericanAir but at least your automated message gives me info about your merger w/ @USAirways. Another airline I know to avoid.,,2015-02-22 20:23:52 -0800,"Arlington, VA",
3595,568248245563969536,positive,0.6559,,,United,,caitieamanda,,0,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,,2015-02-18 19:18:33 -0800,"Brisbane, Australiaaa!",Brisbane
10817,568852319762313216,negative,1.0,Can't Tell,0.3776,US Airways,,TekesKochteeyni,,0,@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,,2015-02-20 11:18:56 -0800,"Portland, Maine",
11552,568016802191683586,negative,1.0,Late Flight,1.0,US Airways,,RealcornerboyT,,0,"@USAirways, 1st a reaccommodation, now a delayed flight for this one.  &amp; the Gate Agent still hasn't mumbled a word. Folks getting anxious.",,2015-02-18 03:58:53 -0800,Any Martin Luther St.,
9022,570280653389996034,negative,1.0,longlines,0.6616,US Airways,,mcrowe6655,,0,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status,,2015-02-24 09:54:37 -0800,Cleveland,Mountain Time (US & Canada)
12739,570041195113492480,negative,1.0,Can't Tell,1.0,American,,Amrutafrika,,1,@AmericanAir are you guys intentionally trying to lose customers and money?,,2015-02-23 18:03:06 -0800,,
10658,568999879176949760,negative,1.0,Flight Booking Problems,0.6512,US Airways,,FirstTeachers1,,0,@USAirways REALLY? Tried that already-got message not available to do. Next idea?,,2015-02-20 21:05:17 -0800,"Birmingham, AL",Central Time (US & Canada)
13823,569709552721141764,negative,1.0,Flight Booking Problems,0.3406,American,,PDQuigley,,0,@AmericanAir - I am Platinum.  I am flying USAir and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?,,2015-02-22 20:05:16 -0800,"Washington, D.C.",
1578,569658769686339584,neutral,1.0,,,United,,RChew_FORR,,0,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,,2015-02-22 16:43:29 -0800,"Cambridge, MA",
5245,569234924785414145,negative,1.0,Customer Service Issue,1.0,Southwest,,bokkagroup,,0,"@SouthwestAir @CallMeStanley7 And bring back the ""Agent will call you back..."" feature. Why was that ever discontinued???",,2015-02-21 12:39:16 -0800,"Denver, CO",Mountain Time (US & Canada)
2214,569310731486699520,negative,1.0,Can't Tell,0.3578,United,,EYA10,,0,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",,2015-02-21 17:40:30 -0800,,
5927,568481017876623360,negative,1.0,Customer Service Issue,0.6092,Southwest,,dahriowonder,,1,"@SouthwestAir your A-list program is a complete JOKE! Your company does not value loyal customers.Time to look for another ""go-to"" airliner",,2015-02-19 10:43:31 -0800,West Coast,
3784,568128387576762370,negative,1.0,Bad Flight,1.0,United,,Vic_Sutter,,0,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee.",,2015-02-18 11:22:17 -0800,Las Vegas ,Hawaii
8207,568606685230555136,negative,0.7723,Can't Tell,0.731,Delta,negative,cvsherman,Can't Tell,0,@JetBlue time to reevaluate my nyc carrier.,,2015-02-19 19:02:52 -0800,"Austin, TX",Central Time (US & Canada)
5392,569150371706200064,neutral,1.0,,,Southwest,,MichaelOinJax,,0,@SouthwestAir Show Jacksonville some 💝too!  We want #3ticketsforJax!,,2015-02-21 07:03:17 -0800,,
2540,569114239996076032,negative,0.6559,Cancelled Flight,0.3441,United,,TheBarnesology,,0,@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.,"[29.81532281, -95.40830048]",2015-02-21 04:39:43 -0800,"Houston, TX",Central Time (US & Canada)
10377,569343160062742528,negative,1.0,Customer Service Issue,0.6777,US Airways,,realmattberry,,0,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost,,2015-02-21 19:49:21 -0800,NYC,Eastern Time (US & Canada)
5582,568883981371846656,neutral,1.0,,,Southwest,,itsangieohyeah,,0,@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,,2015-02-20 13:24:45 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
11813,567742912579272704,negative,1.0,Lost Luggage,1.0,US Airways,,itsjustdoc,,0,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",,2015-02-17 09:50:33 -0800,Ohio,Quito
5501,568944054303625217,positive,1.0,,,Southwest,,AuthorKristina,,0,"@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz.",,2015-02-20 17:23:27 -0800,Ohio,Eastern Time (US & Canada)
1168,569907773309214721,negative,1.0,Flight Booking Problems,0.6632,United,,unvoiced,,0,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,,2015-02-23 09:12:56 -0800,Taipei,Taipei
2770,568909613770211329,negative,0.6778,Can't Tell,0.6778,United,,GoBeavs808,,0,@united Yes but unbelievable.  Should have a free fare lock,,2015-02-20 15:06:36 -0800,Radford HS,
11896,570305234838429696,negative,1.0,Customer Service Issue,0.6641,American,,TheOnlyJasonS,,1,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",,2015-02-24 11:32:18 -0800,,
1323,569830265364701184,negative,1.0,Customer Service Issue,1.0,United,,nicoleleigh85,,0,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,,2015-02-23 04:04:56 -0800,Sheboygan,
14424,569617894666997761,negative,1.0,Bad Flight,0.6526,American,,JamieStrong38,,0,"@AmericanAir redirect my flight without telling me, service is abysmal.",,2015-02-22 14:01:03 -0800,,
7769,569260955953176578,negative,1.0,Customer Service Issue,1.0,Delta,,rosenrj,,0,"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",,2015-02-21 14:22:42 -0800,,
11511,568061283200839681,negative,1.0,Can't Tell,0.6542,US Airways,,snptaylor,,0,@USAirways still can't get through and travel in 2 days. #ridiculous #donthavehighhopes,,2015-02-18 06:55:38 -0800,,
2782,568902044561465344,negative,1.0,Late Flight,1.0,United,,ibrowning85,,0,@united delayed another hour,,2015-02-20 14:36:31 -0800,,
5247,569233955951480832,neutral,0.6576,,0.0,Southwest,,tausdad,,0,"@SouthwestAir hi, can you please tell me why today's flights from Chicago to DIA were Cancelled Flightled? Thanks!",,2015-02-21 12:35:25 -0800,"Denver, CO, USA",Mountain Time (US & Canada)
9351,569970977368645632,negative,1.0,Late Flight,1.0,US Airways,,suetrio,,0,@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.,,2015-02-23 13:24:05 -0800,,
5640,568843439107919872,negative,1.0,Flight Booking Problems,1.0,Southwest,,pkneis0414,,0,"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off.",,2015-02-20 10:43:39 -0800,,
6883,570065109961322496,negative,1.0,Customer Service Issue,0.6662,Delta,,DarthVada_R2D2,,0,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,,2015-02-23 19:38:08 -0800,,Atlantic Time (Canada)
13486,569851241922207746,negative,1.0,Customer Service Issue,1.0,American,,Huedaddy10,,0,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!,,2015-02-23 05:28:18 -0800,"Memphis, TN",
13801,569715059385114624,neutral,0.6708,,0.0,American,,lexdangelo,,0,@AmericanAir at the gate when I get off the plane?,,2015-02-22 20:27:09 -0800,Boston,Eastern Time (US & Canada)
